idx,1 vs. 0,2 vs. 0,2 vs. 1
,"[-0.149, 0.06]","[-0.25, 0.036]","[-0.198, 0.073]"
-0.3912941550027762,-0.021,-0.026,-0.005
,"[-0.115, 0.072]","[-0.151, 0.099]","[-0.122, 0.113]"
-0.3215992115937141,-0.002,0.051,0.053
,"[-0.107, 0.103]","[-0.081, 0.184]","[-0.071, 0.177]"
-0.2594648240204991,0.026,0.12,0.094
,"[-0.104, 0.155]","[-0.056, 0.295]","[-0.067, 0.255]"
-0.15596772805278,0.052,0.175,0.123
,"[-0.098, 0.202]","[-0.027, 0.377]","[-0.061, 0.307]"
-0.0957796262837336,0.077,0.211,0.133
,"[-0.079, 0.234]","[-0.003, 0.424]","[-0.059, 0.326]"
-0.019054206100353,0.103,0.256,0.153
,"[-0.064, 0.27]","[0.029, 0.482]","[-0.048, 0.353]"
0.052857801011623,0.134,0.3,0.166
,"[-0.038, 0.306]","[0.066, 0.534]","[-0.044, 0.376]"
0.109411822401764,0.167,0.341,0.175
,"[-0.01, 0.344]","[0.098, 0.585]","[-0.042, 0.392]"
0.1780501701453622,0.197,0.378,0.181
,"[0.013, 0.381]","[0.124, 0.631]","[-0.046, 0.407]"
0.267709518263319,0.225,0.414,0.19
,"[0.031, 0.419]","[0.147, 0.681]","[-0.048, 0.427]"
0.3524254616134985,0.222,0.412,0.19
,"[0.025, 0.42]","[0.137, 0.687]","[-0.052, 0.431]"
0.3967007120681454,0.207,0.395,0.188
,"[0.013, 0.401]","[0.121, 0.67]","[-0.052, 0.429]"
0.4770645843278058,0.17,0.36,0.19
,"[-0.021, 0.361]","[0.09, 0.63]","[-0.046, 0.426]"
0.5552102505834607,0.11,0.305,0.194
,"[-0.072, 0.292]","[0.046, 0.563]","[-0.037, 0.426]"
0.6180680164628675,0.076,0.277,0.2
,"[-0.101, 0.253]","[0.025, 0.528]","[-0.026, 0.427]"
0.683362415291856,0.061,0.269,0.208
,"[-0.115, 0.236]","[0.019, 0.519]","[-0.017, 0.434]"
0.7516821820816219,0.055,0.268,0.212
,"[-0.124, 0.234]","[0.018, 0.517]","[-0.012, 0.437]"
0.8032528507228828,0.058,0.273,0.215
,"[-0.128, 0.244]","[0.017, 0.529]","[-0.016, 0.445]"
0.8874016402339868,0.055,0.266,0.211
,"[-0.138, 0.249]","[-0.004, 0.537]","[-0.034, 0.456]"
0.9446558350564406,0.046,0.254,0.208
,"[-0.156, 0.248]","[-0.032, 0.54]","[-0.055, 0.471]"
1.0149798303215998,0.031,0.236,0.205
,"[-0.179, 0.242]","[-0.058, 0.531]","[-0.068, 0.478]"
1.0634540622374122,0.02,0.224,0.204
,"[-0.198, 0.238]","[-0.075, 0.523]","[-0.074, 0.481]"
1.1211406188508906,0.0,0.204,0.204
,"[-0.225, 0.225]","[-0.102, 0.511]","[-0.079, 0.487]"
1.1867166120962227,-0.021,0.182,0.203
,"[-0.253, 0.21]","[-0.132, 0.496]","[-0.086, 0.493]"
1.270190063593842,-0.038,0.167,0.205
,"[-0.279, 0.203]","[-0.149, 0.483]","[-0.083, 0.494]"
1.3792057438688927,-0.001,0.205,0.206
,"[-0.243, 0.241]","[-0.111, 0.521]","[-0.082, 0.494]"
1.469120907688674,0.048,0.251,0.203
,"[-0.185, 0.281]","[-0.07, 0.571]","[-0.088, 0.493]"
1.5176831600188423,0.069,0.273,0.204
,"[-0.163, 0.302]","[-0.054, 0.6]","[-0.094, 0.501]"
1.5694974089450175,0.087,0.292,0.205
,"[-0.144, 0.319]","[-0.037, 0.622]","[-0.095, 0.505]"
1.6470348959634276,0.124,0.334,0.209
,"[-0.111, 0.36]","[0.004, 0.664]","[-0.091, 0.51]"
1.7144906242704714,0.16,0.375,0.215
,"[-0.079, 0.4]","[0.038, 0.713]","[-0.09, 0.52]"
